passer,recipient,x,y,match_id
Fabián Ruiz Peña,Nicholas Williams Arthuer,85.2,19.8,3941018
Nicholas Williams Arthuer,Aymeric Laporte,88.9,5.2,3941018
Aymeric Laporte,Lamine Yamal Nasraoui Ebana,68.4,21.0,3941018
Lamine Yamal Nasraoui Ebana,Daniel Carvajal Ramos,85.2,60.5,3941018
Daniel Carvajal Ramos,Lamine Yamal Nasraoui Ebana,95.2,73.0,3941018
Lamine Yamal Nasraoui Ebana,Daniel Carvajal Ramos,86.9,68.7,3941018
Daniel Carvajal Ramos,Rodrigo Hernández Cascante,92.9,73.3,3941018
Rodrigo Hernández Cascante,Daniel Carvajal Ramos,98.1,65.3,3941018
Daniel Carvajal Ramos,Pedro González López,96.3,68.2,3941018
Pedro González López,Lamine Yamal Nasraoui Ebana,105.2,71.2,3941018
Robin Aime Robert Le Normand,Aymeric Laporte,78.4,48.9,3941018
Aymeric Laporte,Rodrigo Hernández Cascante,78.4,38.4,3941018
Rodrigo Hernández Cascante,Pedro González López,84.6,73.0,3941018
Pedro González López,Álvaro Borja Morata Martín,114.0,71.8,3941018
Nicholas Williams Arthuer,Marc Cucurella Saseta,104.6,26.5,3941018
Marc Cucurella Saseta,Álvaro Borja Morata Martín,111.1,23.9,3941018
Aymeric Laporte,Nicholas Williams Arthuer,90.0,23.9,3941018
Nicholas Williams Arthuer,Aymeric Laporte,91.8,6.2,3941018
Aymeric Laporte,Fabián Ruiz Peña,83.0,8.0,3941018
Fabián Ruiz Peña,Rodrigo Hernández Cascante,81.8,26.9,3941018
Rodrigo Hernández Cascante,Lamine Yamal Nasraoui Ebana,90.0,52.9,3941018
Lamine Yamal Nasraoui Ebana,Daniel Carvajal Ramos,103.9,62.5,3941018
Daniel Carvajal Ramos,Rodrigo Hernández Cascante,117.3,58.8,3941018
Daniel Carvajal Ramos,Pedro González López,57.2,77.5,3941018
Pedro González López,Álvaro Borja Morata Martín,77.4,64.1,3941018
Álvaro Borja Morata Martín,Fabián Ruiz Peña,100.5,48.8,3941018
Rodrigo Hernández Cascante,Aymeric Laporte,64.1,0.1,3941018
Aymeric Laporte,Robin Aime Robert Le Normand,44.2,10.4,3941018
Robin Aime Robert Le Normand,Daniel Carvajal Ramos,46.8,46.7,3941018
Daniel Carvajal Ramos,Robin Aime Robert Le Normand,72.3,72.1,3941018
Robin Aime Robert Le Normand,Aymeric Laporte,58.6,46.7,3941018
Aymeric Laporte,Marc Cucurella Saseta,62.7,22.7,3941018
Marc Cucurella Saseta,Rodrigo Hernández Cascante,75.4,5.6,3941018
Rodrigo Hernández Cascante,Aymeric Laporte,72.3,13.0,3941018
Aymeric Laporte,Daniel Carvajal Ramos,67.8,36.1,3941018
Daniel Carvajal Ramos,Lamine Yamal Nasraoui Ebana,83.3,74.5,3941018
Lamine Yamal Nasraoui Ebana,Pedro González López,102.2,72.1,3941018
Pedro González López,Robin Aime Robert Le Normand,96.7,62.9,3941018
Robin Aime Robert Le Normand,Rodrigo Hernández Cascante,78.2,57.9,3941018
Aymeric Laporte,Marc Cucurella Saseta,6.1,13.5,3941018
Marc Cucurella Saseta,Rodrigo Hernández Cascante,14.7,14.8,3941018
Rodrigo Hernández Cascante,Pedro González López,15.1,23.3,3941018
Pedro González López,Daniel Carvajal Ramos,54.8,41.3,3941018
Daniel Carvajal Ramos,Álvaro Borja Morata Martín,77.2,67.0,3941018
Álvaro Borja Morata Martín,Lamine Yamal Nasraoui Ebana,89.4,69.6,3941018
Lamine Yamal Nasraoui Ebana,Daniel Carvajal Ramos,100.1,74.2,3941018
Daniel Carvajal Ramos,Álvaro Borja Morata Martín,101.9,64.3,3941018
Álvaro Borja Morata Martín,Pedro González López,89.4,70.8,3941018
Pedro González López,Álvaro Borja Morata Martín,92.7,52.1,3941018
Álvaro Borja Morata Martín,Marc Cucurella Saseta,100.9,67.7,3941018
Marc Cucurella Saseta,Pedro González López,116.7,14.1,3941018
Marc Cucurella Saseta,Fabián Ruiz Peña,109.3,0.1,3941018
Fabián Ruiz Peña,Marc Cucurella Saseta,96.8,2.8,3941018
Marc Cucurella Saseta,Aymeric Laporte,105.4,1.7,3941018
Aymeric Laporte,Marc Cucurella Saseta,78.4,3.5,3941018
Marc Cucurella Saseta,Aymeric Laporte,91.2,2.1,3941018
Aymeric Laporte,Rodrigo Hernández Cascante,76.1,10.7,3941018
Rodrigo Hernández Cascante,Aymeric Laporte,75.4,28.9,3941018
Aymeric Laporte,Marc Cucurella Saseta,77.8,11.1,3941018
Marc Cucurella Saseta,Rodrigo Hernández Cascante,87.4,5.2,3941018
Rodrigo Hernández Cascante,Daniel Carvajal Ramos,84.4,24.1,3941018
Daniel Carvajal Ramos,Pedro González López,88.9,51.4,3941018
Unai Simón Mendibil,Aymeric Laporte,6.0,41.3,3941018
Aymeric Laporte,Fabián Ruiz Peña,40.8,24.1,3941018
Fabián Ruiz Peña,Rodrigo Hernández Cascante,64.5,18.8,3941018
Rodrigo Hernández Cascante,Fabián Ruiz Peña,63.4,36.5,3941018
Fabián Ruiz Peña,Marc Cucurella Saseta,71.7,23.8,3941018
Marc Cucurella Saseta,Fabián Ruiz Peña,90.6,3.1,3941018
Fabián Ruiz Peña,Aymeric Laporte,78.4,12.3,3941018
Aymeric Laporte,Fabián Ruiz Peña,71.3,22.3,3941018
Fabián Ruiz Peña,Marc Cucurella Saseta,77.9,15.8,3941018
Marc Cucurella Saseta,Fabián Ruiz Peña,82.9,7.6,3941018
Fabián Ruiz Peña,Rodrigo Hernández Cascante,78.4,16.4,3941018
Rodrigo Hernández Cascante,Robin Aime Robert Le Normand,76.1,34.0,3941018
Robin Aime Robert Le Normand,Daniel Carvajal Ramos,77.2,55.2,3941018
Daniel Carvajal Ramos,Robin Aime Robert Le Normand,85.1,70.7,3941018
Robin Aime Robert Le Normand,Aymeric Laporte,70.9,50.9,3941018
Aymeric Laporte,Rodrigo Hernández Cascante,78.2,28.4,3941018
Rodrigo Hernández Cascante,Robin Aime Robert Le Normand,82.6,36.5,3941018
Robin Aime Robert Le Normand,Lamine Yamal Nasraoui Ebana,87.5,52.8,3941018
Lamine Yamal Nasraoui Ebana,Pedro González López,94.0,52.3,3941018
Pedro González López,Lamine Yamal Nasraoui Ebana,101.1,44.9,3941018
Álvaro Borja Morata Martín,Rodrigo Hernández Cascante,108.3,3.0,3941018
Rodrigo Hernández Cascante,Pedro González López,92.0,12.3,3941018
Pedro González López,Lamine Yamal Nasraoui Ebana,86.5,37.5,3941018
Lamine Yamal Nasraoui Ebana,Fabián Ruiz Peña,96.8,60.7,3941018
Daniel Olmo Carvajal,Lamine Yamal Nasraoui Ebana,96.7,38.1,3941018
Daniel Carvajal Ramos,Unai Simón Mendibil,48.4,72.1,3941018
Unai Simón Mendibil,Aymeric Laporte,14.2,39.5,3941018
Aymeric Laporte,Rodrigo Hernández Cascante,21.5,27.5,3941018
Rodrigo Hernández Cascante,Daniel Carvajal Ramos,39.6,48.5,3941018
Daniel Carvajal Ramos,Daniel Olmo Carvajal,72.9,73.1,3941018
Daniel Olmo Carvajal,Robin Aime Robert Le Normand,71.4,62.5,3941018
Robin Aime Robert Le Normand,Fabián Ruiz Peña,56.1,49.7,3941018
Fabián Ruiz Peña,Marc Cucurella Saseta,70.0,15.8,3941018
Marc Cucurella Saseta,Fabián Ruiz Peña,84.8,3.4,3941018
Fabián Ruiz Peña,Álvaro Borja Morata Martín,76.1,12.7,3941018
Álvaro Borja Morata Martín,Fabián Ruiz Peña,80.2,18.2,3941018
Fabián Ruiz Peña,Álvaro Borja Morata Martín,71.9,13.0,3941018
Álvaro Borja Morata Martín,Fabián Ruiz Peña,75.0,16.9,3941018
Fabián Ruiz Peña,Álvaro Borja Morata Martín,69.5,13.1,3941018
Álvaro Borja Morata Martín,Aymeric Laporte,78.2,16.9,3941018
Aymeric Laporte,Marc Cucurella Saseta,66.4,22.7,3941018
Marc Cucurella Saseta,Fabián Ruiz Peña,80.0,5.8,3941018
Fabián Ruiz Peña,Rodrigo Hernández Cascante,75.0,26.7,3941018
Rodrigo Hernández Cascante,Nicholas Williams Arthuer,82.4,22.3,3941018
Fabián Ruiz Peña,Álvaro Borja Morata Martín,84.8,28.4,3941018
Álvaro Borja Morata Martín,Lamine Yamal Nasraoui Ebana,94.2,37.3,3941018
Fabián Ruiz Peña,Daniel Olmo Carvajal,38.3,65.6,3941018
Daniel Olmo Carvajal,Rodrigo Hernández Cascante,53.5,53.2,3941018
Rodrigo Hernández Cascante,Marc Cucurella Saseta,49.7,39.9,3941018
Marc Cucurella Saseta,Nicholas Williams Arthuer,65.9,13.3,3941018
Nicholas Williams Arthuer,Marc Cucurella Saseta,109.8,15.9,3941018
Marc Cucurella Saseta,Álvaro Borja Morata Martín,97.5,18.1,3941018
Aymeric Laporte,Rodrigo Hernández Cascante,44.2,6.8,3941018
Daniel Carvajal Ramos,Aymeric Laporte,16.0,80.0,3941018
Aymeric Laporte,Unai Simón Mendibil,15.0,52.9,3941018
Unai Simón Mendibil,Marc Cucurella Saseta,10.9,48.7,3941018
Marc Cucurella Saseta,Fabián Ruiz Peña,23.9,18.8,3941018
Fabián Ruiz Peña,Álvaro Borja Morata Martín,65.5,18.1,3941018
Daniel Carvajal Ramos,Unai Simón Mendibil,21.5,41.6,3941018
Unai Simón Mendibil,Robin Aime Robert Le Normand,7.2,42.2,3941018
Robin Aime Robert Le Normand,Marc Cucurella Saseta,18.4,46.3,3941018
Aymeric Laporte,Marc Cucurella Saseta,20.5,27.4,3941018
Marc Cucurella Saseta,Fabián Ruiz Peña,31.1,18.8,3941018
Fabián Ruiz Peña,Rodrigo Hernández Cascante,36.3,24.1,3941018
Rodrigo Hernández Cascante,Fabián Ruiz Peña,47.3,38.4,3941018
Fabián Ruiz Peña,Aymeric Laporte,60.3,12.7,3941018
Aymeric Laporte,Daniel Carvajal Ramos,50.0,29.4,3941018
Daniel Carvajal Ramos,Robin Aime Robert Le Normand,66.4,65.8,3941018
Robin Aime Robert Le Normand,Aymeric Laporte,56.2,47.7,3941018
Aymeric Laporte,Fabián Ruiz Peña,64.0,23.1,3941018
Fabián Ruiz Peña,Aymeric Laporte,70.6,16.9,3941018
Aymeric Laporte,Robin Aime Robert Le Normand,63.0,26.0,3941018
Robin Aime Robert Le Normand,Daniel Carvajal Ramos,57.6,50.9,3941018
Daniel Carvajal Ramos,Lamine Yamal Nasraoui Ebana,72.1,68.4,3941018
Lamine Yamal Nasraoui Ebana,Daniel Carvajal Ramos,97.8,75.9,3941018
Daniel Carvajal Ramos,Robin Aime Robert Le Normand,87.0,73.9,3941018
Robin Aime Robert Le Normand,Fabián Ruiz Peña,72.4,57.9,3941018
Fabián Ruiz Peña,Marc Cucurella Saseta,77.8,26.5,3941018
Marc Cucurella Saseta,Nicholas Williams Arthuer,93.9,13.0,3941018
Nicholas Williams Arthuer,Fabián Ruiz Peña,102.2,4.0,3941018
Fabián Ruiz Peña,Nicholas Williams Arthuer,89.8,17.8,3941018
Marc Cucurella Saseta,Fabián Ruiz Peña,97.3,0.1,3941018
Fabián Ruiz Peña,Aymeric Laporte,83.4,5.2,3941018
Aymeric Laporte,Robin Aime Robert Le Normand,70.9,29.2,3941018
Robin Aime Robert Le Normand,Daniel Carvajal Ramos,71.3,53.6,3941018
Daniel Carvajal Ramos,Robin Aime Robert Le Normand,88.8,73.7,3941018
Robin Aime Robert Le Normand,Aymeric Laporte,67.2,53.9,3941018
Aymeric Laporte,Marc Cucurella Saseta,63.1,31.0,3941018
Marc Cucurella Saseta,Aymeric Laporte,72.9,12.1,3941018
Aymeric Laporte,Rodrigo Hernández Cascante,65.8,26.0,3941018
Rodrigo Hernández Cascante,Marc Cucurella Saseta,73.7,18.8,3941018
Marc Cucurella Saseta,Fabián Ruiz Peña,83.0,7.2,3941018
Fabián Ruiz Peña,Rodrigo Hernández Cascante,83.4,19.6,3941018
Rodrigo Hernández Cascante,Robin Aime Robert Le Normand,78.4,27.5,3941018
Robin Aime Robert Le Normand,Daniel Carvajal Ramos,78.4,52.5,3941018
Daniel Carvajal Ramos,Lamine Yamal Nasraoui Ebana,85.7,71.0,3941018
Lamine Yamal Nasraoui Ebana,Fabián Ruiz Peña,120.0,80.0,3941018
Fabián Ruiz Peña,Lamine Yamal Nasraoui Ebana,100.5,67.7,3941018
Lamine Yamal Nasraoui Ebana,Daniel Olmo Carvajal,107.4,74.6,3941018
Fabián Ruiz Peña,Unai Simón Mendibil,71.7,52.8,3941018
Unai Simón Mendibil,Lamine Yamal Nasraoui Ebana,19.7,43.5,3941018
Daniel Carvajal Ramos,Rodrigo Hernández Cascante,50.1,62.5,3941018
Rodrigo Hernández Cascante,Marc Cucurella Saseta,48.2,56.9,3941018
Marc Cucurella Saseta,Robin Aime Robert Le Normand,41.7,61.5,3941018
Robin Aime Robert Le Normand,Aymeric Laporte,29.8,51.5,3941018
Aymeric Laporte,Fabián Ruiz Peña,38.3,19.1,3941018
Fabián Ruiz Peña,Nicholas Williams Arthuer,64.1,8.5,3941018
Nicholas Williams Arthuer,Fabián Ruiz Peña,72.9,2.5,3941018
Fabián Ruiz Peña,Marc Cucurella Saseta,64.8,5.2,3941018
Marc Cucurella Saseta,Fabián Ruiz Peña,69.5,15.4,3941018
Fabián Ruiz Peña,Rodrigo Hernández Cascante,68.2,9.7,3941018
Rodrigo Hernández Cascante,Lamine Yamal Nasraoui Ebana,71.7,34.4,3941018
Lamine Yamal Nasraoui Ebana,Álvaro Borja Morata Martín,95.4,52.1,3941018
Aymeric Laporte,Marc Cucurella Saseta,69.6,13.0,3941018
Marc Cucurella Saseta,Aymeric Laporte,75.7,8.6,3941018
Aymeric Laporte,Marc Cucurella Saseta,75.7,17.2,3941018
Marc Cucurella Saseta,Lamine Yamal Nasraoui Ebana,84.4,8.5,3941018
Lamine Yamal Nasraoui Ebana,Marc Cucurella Saseta,94.2,10.7,3941018
Marc Cucurella Saseta,Lamine Yamal Nasraoui Ebana,84.4,7.9,3941018
Lamine Yamal Nasraoui Ebana,Nicholas Williams Arthuer,92.5,6.8,3941018
Nicholas Williams Arthuer,Lamine Yamal Nasraoui Ebana,93.2,1.6,3941018
Lamine Yamal Nasraoui Ebana,Nicholas Williams Arthuer,91.2,5.4,3941018
Nicholas Williams Arthuer,Lamine Yamal Nasraoui Ebana,92.6,1.3,3941018
Lamine Yamal Nasraoui Ebana,Nicholas Williams Arthuer,89.9,2.8,3941018
Nicholas Williams Arthuer,Fabián Ruiz Peña,91.2,2.1,3941018
Fabián Ruiz Peña,Daniel Carvajal Ramos,76.5,20.0,3941018
Daniel Carvajal Ramos,Daniel Olmo Carvajal,76.5,62.5,3941018
Daniel Olmo Carvajal,Daniel Carvajal Ramos,91.2,75.9,3941018
Daniel Carvajal Ramos,Fabián Ruiz Peña,76.0,73.9,3941018
Fabián Ruiz Peña,Rodrigo Hernández Cascante,83.0,39.4,3941018
Rodrigo Hernández Cascante,Robin Aime Robert Le Normand,78.2,44.4,3941018
Robin Aime Robert Le Normand,Marc Cucurella Saseta,65.4,45.6,3941018
Marc Cucurella Saseta,Nicholas Williams Arthuer,83.9,15.4,3941018
Nicholas Williams Arthuer,Lamine Yamal Nasraoui Ebana,103.3,8.6,3941018
Lamine Yamal Nasraoui Ebana,Fabián Ruiz Peña,99.0,20.6,3941018
Fabián Ruiz Peña,Daniel Olmo Carvajal,96.8,31.5,3941018
Robin Aime Robert Le Normand,Daniel Carvajal Ramos,60.3,61.5,3941018
Daniel Carvajal Ramos,Rodrigo Hernández Cascante,63.0,63.5,3941018
Rodrigo Hernández Cascante,Álvaro Borja Morata Martín,73.1,49.5,3941018
Álvaro Borja Morata Martín,Marc Cucurella Saseta,77.2,23.3,3941018
Marc Cucurella Saseta,Álvaro Borja Morata Martín,80.5,13.0,3941018
Álvaro Borja Morata Martín,Rodrigo Hernández Cascante,78.9,20.5,3941018
Rodrigo Hernández Cascante,Daniel Olmo Carvajal,79.6,37.5,3941018
Daniel Olmo Carvajal,Rodrigo Hernández Cascante,83.4,47.0,3941018
Rodrigo Hernández Cascante,Álvaro Borja Morata Martín,82.0,38.9,3941018
Álvaro Borja Morata Martín,Marc Cucurella Saseta,89.5,22.3,3941018
Marc Cucurella Saseta,Álvaro Borja Morata Martín,93.2,6.1,3941018
Álvaro Borja Morata Martín,Aymeric Laporte,84.0,18.8,3941018
Aymeric Laporte,Marc Cucurella Saseta,76.0,23.3,3941018
Marc Cucurella Saseta,Aymeric Laporte,88.4,6.4,3941018
Aymeric Laporte,Fabián Ruiz Peña,76.5,14.0,3941018
Fabián Ruiz Peña,Robin Aime Robert Le Normand,75.4,35.7,3941018
Robin Aime Robert Le Normand,Daniel Carvajal Ramos,73.3,59.0,3941018
Daniel Carvajal Ramos,Lamine Yamal Nasraoui Ebana,83.0,75.1,3941018
Lamine Yamal Nasraoui Ebana,Daniel Carvajal Ramos,94.2,76.5,3941018
Daniel Carvajal Ramos,Robin Aime Robert Le Normand,77.2,74.5,3941018
Robin Aime Robert Le Normand,Marc Cucurella Saseta,68.5,42.8,3941018
Marc Cucurella Saseta,Rodrigo Hernández Cascante,83.7,11.1,3941018
Rodrigo Hernández Cascante,Álvaro Borja Morata Martín,87.9,15.8,3941018
Álvaro Borja Morata Martín,Marc Cucurella Saseta,89.9,6.8,3941018
Marc Cucurella Saseta,Álvaro Borja Morata Martín,83.7,8.6,3941018
Álvaro Borja Morata Martín,Aymeric Laporte,82.3,7.9,3941018
Aymeric Laporte,Fabián Ruiz Peña,63.4,27.8,3941018
Fabián Ruiz Peña,Daniel Carvajal Ramos,71.0,34.9,3941018
Daniel Carvajal Ramos,Daniel Olmo Carvajal,80.2,61.7,3941018
Marc Cucurella Saseta,Nicholas Williams Arthuer,55.2,11.4,3941018
Nicholas Williams Arthuer,Fabián Ruiz Peña,76.5,2.5,3941018
Fabián Ruiz Peña,Aymeric Laporte,56.9,17.4,3941018
Aymeric Laporte,Rodrigo Hernández Cascante,49.7,31.0,3941018
Rodrigo Hernández Cascante,Daniel Carvajal Ramos,62.0,41.2,3941018
Daniel Carvajal Ramos,Lamine Yamal Nasraoui Ebana,77.5,69.0,3941018
Lamine Yamal Nasraoui Ebana,Rodrigo Hernández Cascante,101.9,64.3,3941018
Rodrigo Hernández Cascante,Fabián Ruiz Peña,92.7,51.4,3941018
Fabián Ruiz Peña,Marc Cucurella Saseta,89.5,39.9,3941018
Marc Cucurella Saseta,Álvaro Borja Morata Martín,92.7,24.1,3941018
Álvaro Borja Morata Martín,Marc Cucurella Saseta,100.5,24.3,3941018
Marc Cucurella Saseta,Nicholas Williams Arthuer,92.2,21.4,3941018
Nicholas Williams Arthuer,Marc Cucurella Saseta,99.7,6.4,3941018
Marc Cucurella Saseta,Nicholas Williams Arthuer,111.5,3.1,3941018
Nicholas Williams Arthuer,Álvaro Borja Morata Martín,100.5,3.1,3941018
Álvaro Borja Morata Martín,Nicholas Williams Arthuer,89.8,8.5,3941018
Nicholas Williams Arthuer,Fabián Ruiz Peña,94.6,7.6,3941018
Fabián Ruiz Peña,Aymeric Laporte,92.5,20.0,3941018
Aymeric Laporte,Fabián Ruiz Peña,69.9,27.0,3941018
Fabián Ruiz Peña,Marc Cucurella Saseta,83.3,16.2,3941018
Marc Cucurella Saseta,Nicholas Williams Arthuer,90.8,3.0,3941018
Nicholas Williams Arthuer,Lamine Yamal Nasraoui Ebana,120.0,0.1,3941018
Robin Aime Robert Le Normand,Rodrigo Hernández Cascante,55.1,56.6,3941018
Rodrigo Hernández Cascante,Daniel Olmo Carvajal,63.1,57.1,3941018
Daniel Olmo Carvajal,Rodrigo Hernández Cascante,75.5,65.2,3941018
Rodrigo Hernández Cascante,Aymeric Laporte,63.7,69.8,3941018
Aymeric Laporte,Fabián Ruiz Peña,39.6,23.3,3941018
Fabián Ruiz Peña,Alejandro Grimaldo García,60.2,19.1,3941018
Alejandro Grimaldo García,Fabián Ruiz Peña,70.3,2.5,3941018
Fabián Ruiz Peña,Alejandro Grimaldo García,65.8,13.3,3941018
Alejandro Grimaldo García,Fabián Ruiz Peña,77.8,4.9,3941018
Fabián Ruiz Peña,Alejandro Grimaldo García,79.3,12.3,3941018
Alejandro Grimaldo García,Fabián Ruiz Peña,84.8,1.6,3941018
Fabián Ruiz Peña,Nicholas Williams Arthuer,76.0,6.1,3941018
Nicholas Williams Arthuer,Daniel Olmo Carvajal,93.2,14.1,3941018
Unai Simón Mendibil,Robin Aime Robert Le Normand,4.6,45.0,3941018
Robin Aime Robert Le Normand,Rodrigo Hernández Cascante,12.9,50.4,3941018
Rodrigo Hernández Cascante,Daniel Carvajal Ramos,31.8,45.3,3941018
Daniel Carvajal Ramos,Robin Aime Robert Le Normand,46.0,70.4,3941018
Robin Aime Robert Le Normand,Daniel Carvajal Ramos,37.3,56.2,3941018
Daniel Carvajal Ramos,Robin Aime Robert Le Normand,47.5,72.4,3941018
Robin Aime Robert Le Normand,Daniel Carvajal Ramos,38.7,54.7,3941018
Daniel Carvajal Ramos,Rodrigo Hernández Cascante,50.6,74.2,3941018
Rodrigo Hernández Cascante,Fabián Ruiz Peña,75.4,34.7,3941018
Fabián Ruiz Peña,Alejandro Grimaldo García,75.5,18.3,3941018
Alejandro Grimaldo García,Fabián Ruiz Peña,90.6,5.6,3941018
Fabián Ruiz Peña,Aymeric Laporte,79.8,9.5,3941018
Aymeric Laporte,Robin Aime Robert Le Normand,69.6,27.0,3941018
Robin Aime Robert Le Normand,Daniel Carvajal Ramos,64.8,54.3,3941018
Daniel Carvajal Ramos,Lamine Yamal Nasraoui Ebana,75.4,68.0,3941018
Lamine Yamal Nasraoui Ebana,Rodrigo Hernández Cascante,97.3,76.8,3941018
Rodrigo Hernández Cascante,Alejandro Grimaldo García,92.0,55.7,3941018
Alejandro Grimaldo García,Fabián Ruiz Peña,99.7,21.9,3941018
Lamine Yamal Nasraoui Ebana,Rodrigo Hernández Cascante,16.0,74.1,3941018
Rodrigo Hernández Cascante,Daniel Olmo Carvajal,14.2,69.0,3941018
Daniel Olmo Carvajal,Fabián Ruiz Peña,36.9,67.0,3941018
Fabián Ruiz Peña,Daniel Olmo Carvajal,51.4,49.9,3941018
Daniel Olmo Carvajal,Rodrigo Hernández Cascante,67.2,70.0,3941018
Rodrigo Hernández Cascante,Daniel Carvajal Ramos,68.2,60.5,3941018
Daniel Carvajal Ramos,Daniel Olmo Carvajal,79.8,74.5,3941018
Daniel Olmo Carvajal,Rodrigo Hernández Cascante,77.5,54.2,3941018
Rodrigo Hernández Cascante,Aymeric Laporte,71.3,55.6,3941018
Aymeric Laporte,Alejandro Grimaldo García,65.0,24.6,3941018
Alejandro Grimaldo García,Nicholas Williams Arthuer,86.7,6.1,3941018
Nicholas Williams Arthuer,Aymeric Laporte,85.7,2.8,3941018
Aymeric Laporte,Fabián Ruiz Peña,65.2,23.7,3941018
Fabián Ruiz Peña,Nicholas Williams Arthuer,76.0,12.6,3941018
Nicholas Williams Arthuer,Fabián Ruiz Peña,93.5,2.5,3941018
Fabián Ruiz Peña,Alejandro Grimaldo García,83.9,8.9,3941018
Rodrigo Hernández Cascante,Robin Aime Robert Le Normand,51.0,14.0,3941018
Robin Aime Robert Le Normand,Rodrigo Hernández Cascante,43.8,45.3,3941018
Rodrigo Hernández Cascante,Fabián Ruiz Peña,63.5,39.5,3941018
Fabián Ruiz Peña,Alejandro Grimaldo García,62.7,19.6,3941018
Alejandro Grimaldo García,Nicholas Williams Arthuer,77.5,7.1,3941018
Nicholas Williams Arthuer,Alejandro Grimaldo García,89.5,2.8,3941018
Alejandro Grimaldo García,Fabián Ruiz Peña,76.5,4.9,3941018
Fabián Ruiz Peña,Aymeric Laporte,72.7,16.8,3941018
Aymeric Laporte,Alejandro Grimaldo García,69.9,31.0,3941018
Alejandro Grimaldo García,Nicholas Williams Arthuer,84.3,4.7,3941018
Nicholas Williams Arthuer,Alejandro Grimaldo García,97.7,2.0,3941018
Alejandro Grimaldo García,Fabián Ruiz Peña,87.9,4.4,3941018
Fabián Ruiz Peña,Aymeric Laporte,80.0,9.7,3941018
Aymeric Laporte,Robin Aime Robert Le Normand,64.0,29.4,3941018
Robin Aime Robert Le Normand,Daniel Carvajal Ramos,64.1,54.2,3941018
Daniel Carvajal Ramos,Lamine Yamal Nasraoui Ebana,79.2,76.1,3941018
Lamine Yamal Nasraoui Ebana,Daniel Carvajal Ramos,79.2,69.4,3941018
Daniel Carvajal Ramos,Robin Aime Robert Le Normand,76.4,75.9,3941018
Robin Aime Robert Le Normand,Aymeric Laporte,37.7,55.7,3941018
Aymeric Laporte,Alejandro Grimaldo García,38.3,24.3,3941018
Alejandro Grimaldo García,Fabián Ruiz Peña,51.5,7.1,3941018
Fabián Ruiz Peña,Daniel Carvajal Ramos,62.0,27.8,3941018
Daniel Carvajal Ramos,Lamine Yamal Nasraoui Ebana,76.0,67.6,3941018
Lamine Yamal Nasraoui Ebana,Daniel Carvajal Ramos,90.9,76.5,3941018
Lamine Yamal Nasraoui Ebana,Daniel Olmo Carvajal,101.5,58.3,3941018
Daniel Olmo Carvajal,Lamine Yamal Nasraoui Ebana,105.6,49.2,3941018
Daniel Carvajal Ramos,Lamine Yamal Nasraoui Ebana,69.0,58.3,3941018
Alejandro Grimaldo García,Fabián Ruiz Peña,16.8,36.1,3941018
Fabián Ruiz Peña,Nicholas Williams Arthuer,30.0,39.8,3941018
Unai Simón Mendibil,Rodrigo Hernández Cascante,16.4,33.4,3941018
Rodrigo Hernández Cascante,Alejandro Grimaldo García,56.9,34.9,3941018
Alejandro Grimaldo García,Nicholas Williams Arthuer,76.5,2.4,3941018
Nicholas Williams Arthuer,Alejandro Grimaldo García,80.0,3.0,3941018
Alejandro Grimaldo García,Fabián Ruiz Peña,85.7,2.0,3941018
Fabián Ruiz Peña,Aymeric Laporte,70.6,11.7,3941018
Aymeric Laporte,Fabián Ruiz Peña,56.6,23.8,3941018
Fabián Ruiz Peña,Daniel Olmo Carvajal,65.2,10.0,3941018
Daniel Olmo Carvajal,Nicholas Williams Arthuer,82.9,17.4,3941018
Nicholas Williams Arthuer,Daniel Olmo Carvajal,106.9,27.9,3941018
Unai Simón Mendibil,Rodrigo Hernández Cascante,11.5,42.6,3941018
Rodrigo Hernández Cascante,Fabián Ruiz Peña,41.2,45.0,3941018
Fabián Ruiz Peña,Rodrigo Hernández Cascante,43.2,29.4,3941018
Rodrigo Hernández Cascante,Daniel Carvajal Ramos,45.6,45.6,3941018
Daniel Carvajal Ramos,Aymeric Laporte,61.1,67.7,3941018
Aymeric Laporte,Robin Aime Robert Le Normand,36.3,32.5,3941018
Robin Aime Robert Le Normand,Rodrigo Hernández Cascante,41.2,48.7,3941018
Rodrigo Hernández Cascante,Fabián Ruiz Peña,61.3,62.1,3941018
Fabián Ruiz Peña,Nicholas Williams Arthuer,58.5,13.7,3941018
Nicholas Williams Arthuer,Fabián Ruiz Peña,79.8,4.2,3941018
Fabián Ruiz Peña,Nicholas Williams Arthuer,70.0,7.1,3941018
Nicholas Williams Arthuer,Aymeric Laporte,77.9,4.4,3941018
Aymeric Laporte,Robin Aime Robert Le Normand,52.0,44.0,3941018
Robin Aime Robert Le Normand,Lamine Yamal Nasraoui Ebana,50.7,61.1,3941018
Lamine Yamal Nasraoui Ebana,Fabián Ruiz Peña,64.4,59.8,3941018
Fabián Ruiz Peña,Alejandro Grimaldo García,57.2,27.9,3941018
Alejandro Grimaldo García,Fabián Ruiz Peña,76.1,4.4,3941018
Fabián Ruiz Peña,Rodrigo Hernández Cascante,71.9,11.4,3941018
Rodrigo Hernández Cascante,Lamine Yamal Nasraoui Ebana,75.4,31.6,3941018
Lamine Yamal Nasraoui Ebana,Daniel Olmo Carvajal,94.4,52.8,3941018
